Wavelength (nm),SSA=10m² kg⁻¹,SSA=15m² kg⁻¹,SSA=20m² kg⁻¹,SSA=25m² kg⁻¹,SSA=30m² kg⁻¹,SSA=35m² kg⁻¹,SSA=40m² kg⁻¹,SSA=45m² kg⁻¹,SSA=50m² kg⁻¹
1490.0,0.011077879582690593,0.017665407667373647,0.024911083948184524,0.03227622108841568,0.03949400512572506,0.04642824043999241,0.053015352981298954,0.05995327344265539,0.06751738397606055
1500.0,0.011039547515132855,0.017600425517119964,0.024822076459636792,0.03216652891008195,0.039367084008080054,0.04628726491060704,0.05286307582486283,0.05974976850200747,0.067294779854247
1510.0,0.01153714337987296,0.018484753904045182,0.026052245043551085,0.03369184463605834,0.0411359078507789,0.04825276211694236,0.054985072067507225,0.06260794779843026,0.07042011340778587
1520.0,0.012134156958679868,0.019528701340752394,0.027491275937219926,0.035463232210598404,0.04317762152843822,0.050509774618092064,0.05766875485864909,0.0659265070176579,0.07404093656326231
1530.0,0.012860386234279918,0.020777682135304964,0.02919573954020065,0.03754439553970385,0.04556010249418137,0.05312829876031404,0.06119504526572776,0.0698273770601438,0.07828678473910389
1540.0,0.013910948554076808,0.02254974422809004,0.031584095482041476,0.040431284329116496,0.048837242896195315,0.05679185858817153,0.06611089509847874,0.07524705958291764,0.08416830303145285
1550.0,0.015211752280250328,0.0246947098397758,0.03443113058385799,0.043830412057352316,0.05265677663432855,0.06199427997812456,0.0719413442963115,0.08164925684665407,0.09109161677698785
1560.0,0.016645075725325795,0.027005544998728488,0.03744932272376411,0.04738747488678896,0.05667676286721943,0.06751639401417042,0.07810027753462694,0.08838405531740286,0.09834810951909745
1570.0,0.018553607568454252,0.0300080616917141,0.04130106994118758,0.0518625067749372,0.06288264959592423,0.074586528238106,0.085944725214923,0.09692352772648766,0.10751300693931107
1580.0,0.020835962248950676,0.033501993508951326,0.0456928455401649,0.057014275638305995,0.07005094139665206,0.08269755266528522,0.09489239907188857,0.10661584413818849,0.1178702431350715
1590.0,0.02312596156190847,0.036914788153358524,0.04989734354792595,0.062995224894037,0.07701850826447149,0.09052983889888688,0.1034848816004606,0.11587920568606264,0.1277280153252238
1600.0,0.025010471341450857,0.03966090766279837,0.05322434706362773,0.06782886428823409,0.08261272348451015,0.0967845979671382,0.11031570062332632,0.12321473176213701,0.1355077449646409
1610.0,0.027017751690574084,0.0425284016851846,0.056722816238687836,0.07290148117341597,0.08845082790638173,0.10328228712264269,0.11738461709703521,0.1307809637825083,0.14350911704054992
1620.0,0.028524261340271664,0.044644943852577695,0.05984392635652385,0.07666584008156557,0.09276299147661143,0.10806323255015787,0.12256907749444204,0.13631478089701024,0.1493470385733468
1630.0,0.0298156139816705,0.046436128858878545,0.06250949517282328,0.07986644683686919,0.0964164628859307,0.11210221066938329,0.12693834121690278,0.14096878036994914,0.15424790496262736
1640.0,0.031146331404568076,0.048260205558082726,0.0652474874528462,0.08314083059285625,0.1001423772990169,0.11621068774289489,0.1313732020573842,0.14568392556349788,0.15920517729733438
1650.0,0.032515875619557384,0.050115493154136256,0.06805745382291806,0.08648799267912574,0.10393927814075826,0.12038683415346649,0.13587153136309438,0.1504578515176464,0.16421630670636236
1660.0,0.034551413965157846,0.05283304579469208,0.07222056757050219,0.09142335932703126,0.10951694769280926,0.126503050315225,0.14244291421724442,0.15741673473569232,0.17150720856021792
1670.0,0.0366691232262219,0.05561342709966699,0.07654089811849533,0.09651698130053069,0.11524867512023523,0.13276612981581554,0.14915228754365706,0.1645038589186703,0.17891622210704677
1680.0,0.03886698485413748,0.058971499051223834,0.08101738008293147,0.10176620562723135,0.12113050241144217,0.1391710665594698,0.15599381680777372,0.171712743684157,0.1864363708758399
1690.0,0.04099264159413252,0.062401232166471685,0.08534402111937038,0.106813645779648,0.12676342817333405,0.14528481794185405,0.16250635367087019,0.17855884750928536,0.1935635086461218
1700.0,0.04318320365433524,0.06595932900597973,0.08980282944388826,0.11198982865088122,0.13251793010489823,0.15151108984813663,0.16912149750215,0.18549737551455883,0.2007729575685803
1710.0,0.045417974078220236,0.06961579709397854,0.09435510246999382,0.11724919580650509,0.1383430225587992,0.15779456824536517,0.1757804577012765,0.19246672772117512,0.2080008364826959
1720.0,0.04771107501906291,0.0733976320605299,0.0990334346914187,0.12262883070183833,0.1442794746336516,0.16417910433622243,0.18252969917071826,0.1995156095925929,0.2152977879636171
1730.0,0.05005944386178468,0.07730407613955645,0.10383558068527643,0.12812534450319435,0.15032304865627705,0.17065984591304081,0.18936393649079358,0.20663844134874848,0.22265804384956306
1740.0,0.05169588555038463,0.08004768143339651,0.10719069327427544,0.13195080032459672,0.15451657993837054,0.17514572699210731,0.1940848586640536,0.21155018057411304,0.22772588932080304
1750.0,0.05335255117710342,0.08284360471781357,0.11059545158996255,0.13582092452318403,0.15874891934308277,0.17966434362232328,0.19883255531429414,0.2164829979320865,0.232809447345361
1760.0,0.05502820666580057,0.08569114635916683,0.11404871770934513,0.13973427784265685,0.16301842958919002,0.18421393583869589,0.20360519810852773,0.22143503574122278,0.23790685888789403
1770.0,0.056321568081901835,0.08790325049956932,0.11672163656421702,0.14275517636867188,0.16630734439717434,0.1877126448976428,0.207270242521295,0.22523327182745884,0.241812541136793
